#"STOD_WMO"	"TIMI"	"H"	"T"	"D"	"F"	"PS"	"RH"	"RHO"
4018	2010-04-14 23:03:00	20554	-60.75	302	10.2	49	1	0.08
4018	2010-04-14 23:03:00	20564	-60.65	300	10.4	48.9	1	0.08
4018	2010-04-14 23:03:00	20575	-60.45	299	10.6	48.8	1	0.08
4018	2010-04-14 23:03:00	20586	-60.45	299	10.8	48.8	1	0.08
4018	2010-04-14 23:03:00	20596	-60.55	298	11	48.7	1	0.08
4018	2010-04-14 23:03:00	20608	-60.55	298	11.2	48.6	1	0.08
4018	2010-04-14 23:03:00	20619	-60.25	298	11.4	48.5	1	0.079
4018	2010-04-14 23:03:00	20631	-59.95	298	11.6	48.4	1	0.079
4018	2010-04-14 23:03:00	20643	-59.75	298	11.8	48.3	1	0.079
4018	2010-04-14 23:03:00	20653	-59.75	299	12	48.2	1	0.079
4018	2010-04-14 23:03:00	20664	-59.75	299	12.3	48.1	1	0.079
4018	2010-04-14 23:03:00	20675	-59.85	299	12.5	48.1	1	0.079
4018	2010-04-14 23:03:00	20686	-59.95	299	12.7	48	1	0.078
4018	2010-04-14 23:03:00	20697	-59.95	300	12.8	47.9	1	0.078
4018	2010-04-14 23:03:00	20709	-59.65	300	13	47.8	1	0.078
4018	2010-04-14 23:03:00	20720	-59.55	300	13.2	47.7	1	0.078
4018	2010-04-14 23:03:00	20730	-59.45	300	13.3	47.6	1	0.078
4018	2010-04-14 23:03:00	20740	-59.45	300	13.4	47.6	1	0.078
4018	2010-04-14 23:03:00	20750	-59.35	300	13.5	47.5	1	0.077
4018	2010-04-14 23:03:00	20761	-59.35	300	13.6	47.4	1	0.077
4018	2010-04-14 23:03:00	20772	-59.35	301	13.7	47.3	1	0.077
4018	2010-04-14 23:03:00	20782	-59.35	301	13.7	47.2	1	0.077
4018	2010-04-14 23:03:00	20792	-59.45	301	13.7	47.2	1	0.077
4018	2010-04-14 23:03:00	20803	-59.55	302	13.7	47.1	1	0.077
4018	2010-04-14 23:03:00	20812	-59.55	303	13.7	47	1	0.077
4018	2010-04-14 23:03:00	20822	-59.55	303	13.6	46.9	1	0.077
4018	2010-04-14 23:03:00	20831	-59.55	304	13.5	46.9	1	0.077
4018	2010-04-14 23:03:00	20842	-59.55	305	13.4	46.8	1	0.076
4018	2010-04-14 23:03:00	20853	-59.55	306	13.3	46.7	1	0.076
4018	2010-04-14 23:03:00	20864	-59.45	307	13.2	46.6	1	0.076
4018	2010-04-14 23:03:00	20875	-59.35	308	13	46.5	1	0.076
4018	2010-04-14 23:03:00	20885	-59.35	309	12.9	46.5	1	0.076
4018	2010-04-14 23:03:00	20896	-59.25	310	12.7	46.4	1	0.076
4018	2010-04-14 23:03:00	20905	-59.25	311	12.5	46.3	1	0.075
4018	2010-04-14 23:03:00	20916	-59.25	312	12.3	46.2	1	0.075
4018	2010-04-14 23:03:00	20927	-59.25	313	12.2	46.2	1	0.075
4018	2010-04-14 23:03:00	20937	-59.25	313	12	46.1	1	0.075
4018	2010-04-14 23:03:00	20948	-59.25	314	11.8	46	1	0.075
4018	2010-04-14 23:03:00	20958	-59.25	314	11.6	45.9	1	0.075
4018	2010-04-14 23:03:00	20969	-59.25	315	11.4	45.9	1	0.075
4018	2010-04-14 23:03:00	20978	-59.35	315	11.2	45.8	1	0.075
4018	2010-04-14 23:03:00	20989	-59.45	314	11	45.7	1	0.075
4018	2010-04-14 23:03:00	20999	-59.55	314	10.8	45.6	1	0.074
4018	2010-04-14 23:03:00	21009	-59.55	314	10.6	45.6	1	0.074
4018	2010-04-14 23:03:00	21019	-59.65	313	10.4	45.5	1	0.074
4018	2010-04-14 23:03:00	21029	-59.75	312	10.2	45.4	1	0.074
4018	2010-04-14 23:03:00	21040	-59.85	311	10	45.3	1	0.074
4018	2010-04-14 23:03:00	21050	-59.85	311	9.8	45.3	1	0.074
4018	2010-04-14 23:03:00	21060	-59.95	310	9.6	45.2	1	0.074
4018	2010-04-14 23:03:00	21071	-59.95	309	9.4	45.1	1	0.074
4018	2010-04-14 23:03:00	21082	-59.95	308	9.2	45	1	0.074
4018	2010-04-14 23:03:00	21092	-59.95	307	9.1	45	1	0.074
4018	2010-04-14 23:03:00	21103	-59.85	306	9	44.9	1	0.073
4018	2010-04-14 23:03:00	21114	-59.85	305	8.9	44.8	1	0.073
4018	2010-04-14 23:03:00	21125	-59.95	305	8.8	44.7	1	0.073
4018	2010-04-14 23:03:00	21135	-60.05	304	8.7	44.6	1	0.073
4018	2010-04-14 23:03:00	21146	-60.05	303	8.6	44.6	1	0.073
4018	2010-04-14 23:03:00	21156	-60.15	302	8.5	44.5	1	0.073
4018	2010-04-14 23:03:00	21166	-60.25	302	8.5	44.4	1	0.073
4018	2010-04-14 23:03:00	21175	-60.15	301	8.5	44.4	1	0.073
4018	2010-04-14 23:03:00	21186	-60.05	300	8.5	44.3	1	0.072
4018	2010-04-14 23:03:00	21197	-59.95	300	8.5	44.2	1	0.072
4018	2010-04-14 23:03:00	21207	-59.85	299	8.5	44.1	1	0.072
4018	2010-04-14 23:03:00	21217	-59.85	299	8.5	44.1	1	0.072
4018	2010-04-14 23:03:00	21229	-59.85	298	8.5	44	1	0.072
4018	2010-04-14 23:03:00	21239	-59.85	298	8.6	43.9	1	0.072
4018	2010-04-14 23:03:00	21247	-59.85	298	8.7	43.9	1	0.072
4018	2010-04-14 23:03:00	21258	-59.75	298	8.8	43.8	1	0.072
4018	2010-04-14 23:03:00	21269	-59.45	299	8.8	43.7	1	0.071
4018	2010-04-14 23:03:00	21280	-59.15	299	8.9	43.6	1	0.071
4018	2010-04-14 23:03:00	21290	-59.15	300	9	43.6	1	0.071
4018	2010-04-14 23:03:00	21301	-59.05	301	9	43.5	1	0.071
4018	2010-04-14 23:03:00	21313	-58.95	302	9	43.4	1	0.071
4018	2010-04-14 23:03:00	21324	-58.95	303	9	43.3	1	0.07
4018	2010-04-14 23:03:00	21334	-58.95	304	9	43.2	1	0.07
4018	2010-04-14 23:03:00	21346	-58.75	305	8.9	43.2	1	0.07
4018	2010-04-14 23:03:00	21357	-58.55	306	8.8	43.1	1	0.07
4018	2010-04-14 23:03:00	21369	-58.35	307	8.7	43	1	0.07
4018	2010-04-14 23:03:00	21380	-58.25	308	8.6	42.9	1	0.07
4018	2010-04-14 23:03:00	21391	-58.15	309	8.4	42.9	1	0.07
4018	2010-04-14 23:03:00	21404	-58.05	309	8.3	42.8	1	0.069
4018	2010-04-14 23:03:00	21415	-57.95	310	8.2	42.7	1	0.069
4018	2010-04-14 23:03:00	21426	-57.95	310	8.1	42.6	1	0.069
4018	2010-04-14 23:03:00	21439	-57.95	310	7.9	42.5	1	0.069
4018	2010-04-14 23:03:00	21451	-57.95	310	7.8	42.5	1	0.069
4018	2010-04-14 23:03:00	21462	-58.05	309	7.8	42.4	1	0.069
4018	2010-04-14 23:03:00	21473	-58.15	309	7.7	42.3	1	0.069
4018	2010-04-14 23:03:00	21485	-58.25	308	7.6	42.2	1	0.068
4018	2010-04-14 23:03:00	21496	-58.35	307	7.6	42.1	1	0.068
4018	2010-04-14 23:03:00	21508	-58.45	306	7.6	42.1	1	0.068
4018	2010-04-14 23:03:00	21520	-58.45	305	7.6	42	1	0.068
4018	2010-04-14 23:03:00	21533	-58.55	304	7.6	41.9	1	0.068
4018	2010-04-14 23:03:00	21545	-58.65	302	7.6	41.8	1	0.068
4018	2010-04-14 23:03:00	21557	-58.75	301	7.6	41.7	1	0.068
4018	2010-04-14 23:03:00	21570	-58.75	300	7.6	41.7	1	0.068
4018	2010-04-14 23:03:00	21581	-58.85	298	7.7	41.6	1	0.068
4018	2010-04-14 23:03:00	21595	-58.95	297	7.7	41.5	1	0.068
4018	2010-04-14 23:03:00	21608	-59.05	295	7.8	41.4	1	0.067
4018	2010-04-14 23:03:00	21621	-59.15	294	7.8	41.3	1	0.067
4018	2010-04-14 23:03:00	21633	-59.25	293	7.9	41.2	1	0.067
4018	2010-04-14 23:03:00	21645	-59.35	292	8	41.2	1	0.067
4018	2010-04-14 23:03:00	21657	-59.45	290	8.1	41.1	1	0.067
4018	2010-04-14 23:03:00	21670	-59.55	289	8.2	41	1	0.067
4018	2010-04-14 23:03:00	21683	-59.65	288	8.3	40.9	1	0.067
4018	2010-04-14 23:03:00	21695	-59.75	287	8.4	40.8	1	0.067
4018	2010-04-14 23:03:00	21708	-59.75	287	8.5	40.8	1	0.067
4018	2010-04-14 23:03:00	21721	-59.85	286	8.6	40.7	1	0.066
4018	2010-04-14 23:03:00	21734	-59.85	286	8.7	40.6	1	0.066
4018	2010-04-14 23:03:00	21748	-59.95	286	8.7	40.5	1	0.066
4018	2010-04-14 23:03:00	21761	-60.05	286	8.8	40.4	1	0.066
4018	2010-04-14 23:03:00	21774	-60.15	287	8.8	40.3	1	0.066
4018	2010-04-14 23:03:00	21788	-60.15	287	8.8	40.2	1	0.066
4018	2010-04-14 23:03:00	21801	-60.25	288	8.8	40.1	1	0.066
4018	2010-04-14 23:03:00	21813	-60.25	289	8.8	40.1	1	0.066
4018	2010-04-14 23:03:00	21825	-60.35	290	8.8	40	1	0.065
4018	2010-04-14 23:03:00	21838	-60.35	291	8.8	39.9	1	0.065
4018	2010-04-14 23:03:00	21851	-60.25	293	8.8	39.8	1	0.065
4018	2010-04-14 23:03:00	21864	-60.25	294	8.8	39.7	1	0.065
4018	2010-04-14 23:03:00	21875	-60.35	296	8.8	39.7	1	0.065
4018	2010-04-14 23:03:00	21888	-60.35	297	8.9	39.6	1	0.065
4018	2010-04-14 23:03:00	21900	-60.35	299	8.9	39.5	1	0.065
4018	2010-04-14 23:03:00	21912	-60.35	300	9	39.4	1	0.065
4018	2010-04-14 23:03:00	21924	-60.35	301	9	39.4	1	0.065
4018	2010-04-14 23:03:00	21934	-60.35	303	9.1	39.3	1	0.064
4018	2010-04-14 23:03:00	21946	-60.45	304	9.1	39.2	1	0.064
4018	2010-04-14 23:03:00	21958	-60.55	305	9.2	39.1	1	0.064
4018	2010-04-14 23:03:00	21970	-60.45	307	9.2	39.1	1	0.064
4018	2010-04-14 23:03:00	21982	-60.35	308	9.2	39	1	0.064
4018	2010-04-14 23:03:00	21993	-60.25	309	9.3	38.9	1	0.064
4018	2010-04-14 23:03:00	22005	-60.35	311	9.3	38.9	1	0.064
4018	2010-04-14 23:03:00	22017	-60.45	312	9.3	38.8	1	0.064
4018	2010-04-14 23:03:00	22028	-60.45	314	9.3	38.7	1	0.063
4018	2010-04-14 23:03:00	22039	-60.35	315	9.3	38.6	1	0.063
4018	2010-04-14 23:03:00	22050	-60.35	317	9.3	38.6	1	0.063
4018	2010-04-14 23:03:00	22062	-60.35	318	9.3	38.5	1	0.063
4018	2010-04-14 23:03:00	22073	-60.35	319	9.3	38.4	1	0.063
4018	2010-04-14 23:03:00	22085	-60.45	320	9.4	38.4	1	0.063
4018	2010-04-14 23:03:00	22097	-60.55	321	9.4	38.3	1	0.063
4018	2010-04-14 23:03:00	22109	-60.65	322	9.4	38.2	1	0.063
4018	2010-04-14 23:03:00	22119	-60.75	322	9.5	38.1	1	0.063
4018	2010-04-14 23:03:00	22130	-60.85	323	9.6	38.1	1	0.063
4018	2010-04-14 23:03:00	22142	-60.95	323	9.7	38	1	0.062
4018	2010-04-14 23:03:00	22153	-60.95	323	9.8	37.9	1	0.062
4018	2010-04-14 23:03:00	22164	-61.05	323	10	37.9	1	0.062
4018	2010-04-14 23:03:00	22175	-61.05	324	10.1	37.8	1	0.062
4018	2010-04-14 23:03:00	22184	-60.95	324	10.3	37.7	1	0.062
4018	2010-04-14 23:03:00	22196	-60.85	324	10.5	37.7	1	0.062
4018	2010-04-14 23:03:00	22207	-60.75	325	10.7	37.6	1	0.062
4018	2010-04-14 23:03:00	22218	-60.75	325	10.9	37.5	1	0.062
4018	2010-04-14 23:03:00	22229	-60.85	326	11.1	37.5	1	0.062
4018	2010-04-14 23:03:00	22238	-60.85	326	11.3	37.4	1	0.061
4018	2010-04-14 23:03:00	22249	-60.85	327	11.6	37.4	1	0.061
4018	2010-04-14 23:03:00	22260	-60.85	328	11.8	37.3	1	0.061
4018	2010-04-14 23:03:00	22272	-60.85	328	11.9	37.2	1	0.061
4018	2010-04-14 23:03:00	22282	-60.85	329	12.1	37.2	1	0.061
4018	2010-04-14 23:03:00	22293	-60.85	329	12.2	37.1	1	0.061
4018	2010-04-14 23:03:00	22303	-60.95	330	12.3	37	1	0.061
4018	2010-04-14 23:03:00	22313	-60.95	330	12.3	37	1	0.061
4018	2010-04-14 23:03:00	22325	-60.95	330	12.3	36.9	1	0.061
4018	2010-04-14 23:03:00	22335	-60.95	330	12.3	36.8	1	0.06
4018	2010-04-14 23:03:00	22345	-60.95	330	12.2	36.8	1	0.06
4018	2010-04-14 23:03:00	22355	-60.95	330	12	36.7	1	0.06
4018	2010-04-14 23:03:00	22367	-60.95	330	11.8	36.7	1	0.06
4018	2010-04-14 23:03:00	22378	-60.95	329	11.6	36.6	1	0.06
4018	2010-04-14 23:03:00	22388	-60.85	328	11.3	36.5	1	0.06
4018	2010-04-14 23:03:00	22399	-60.85	327	11	36.5	1	0.06
4018	2010-04-14 23:03:00	22410	-60.85	326	10.7	36.4	1	0.06
4018	2010-04-14 23:03:00	22421	-60.85	324	10.4	36.3	1	0.06
4018	2010-04-14 23:03:00	22431	-60.85	322	10.1	36.3	1	0.06
4018	2010-04-14 23:03:00	22443	-60.75	320	9.9	36.2	1	0.059
4018	2010-04-14 23:03:00	22455	-60.75	318	9.6	36.1	1	0.059
4018	2010-04-14 23:03:00	22466	-60.75	316	9.4	36.1	1	0.059
4018	2010-04-14 23:03:00	22477	-60.75	314	9.3	36	1	0.059
4018	2010-04-14 23:03:00	22487	-60.75	311	9.1	35.9	1	0.059
4018	2010-04-14 23:03:00	22501	-60.85	309	9	35.9	1	0.059
4018	2010-04-14 23:03:00	22513	-60.85	307	9	35.8	1	0.059
4018	2010-04-14 23:03:00	22522	-60.85	305	9	35.7	1	0.059
4018	2010-04-14 23:03:00	22534	-60.85	303	8.9	35.7	1	0.059
4018	2010-04-14 23:03:00	22545	-60.65	301	8.9	35.6	1	0.058
4018	2010-04-14 23:03:00	22557	-60.55	300	9	35.6	1	0.058
4018	2010-04-14 23:03:00	22568	-60.45	299	9	35.5	1	0.058
4018	2010-04-14 23:03:00	22579	-60.45	298	9	35.4	1	0.058
4018	2010-04-14 23:03:00	22591	-60.45	298	9	35.4	1	0.058
4018	2010-04-14 23:03:00	22604	-60.45	297	9	35.3	1	0.058
4018	2010-04-14 23:03:00	22616	-60.45	297	9	35.2	1	0.058
4018	2010-04-14 23:03:00	22628	-60.45	298	9.1	35.1	1	0.057
4018	2010-04-14 23:03:00	22640	-60.55	298	9.1	35.1	1	0.058
4018	2010-04-14 23:03:00	22653	-60.55	299	9.2	35	1	0.057
4018	2010-04-14 23:03:00	22665	-60.65	300	9.3	34.9	1	0.057
4018	2010-04-14 23:03:00	22677	-60.75	301	9.4	34.9	1	0.057
4018	2010-04-14 23:03:00	22689	-60.85	302	9.6	34.8	1	0.057
4018	2010-04-14 23:03:00	22701	-60.85	303	9.7	34.7	1	0.057
4018	2010-04-14 23:03:00	22714	-60.75	304	9.9	34.7	1	0.057
4018	2010-04-14 23:03:00	22726	-60.85	305	10.1	34.6	1	0.057
4018	2010-04-14 23:03:00	22738	-60.85	305	10.2	34.5	1	0.057
4018	2010-04-14 23:03:00	22749	-60.65	306	10.4	34.5	1	0.057
4018	2010-04-14 23:03:00	22761	-60.55	306	10.5	34.4	1	0.056
4018	2010-04-14 23:03:00	22774	-60.45	307	10.6	34.3	1	0.056
4018	2010-04-14 23:03:00	22785	-60.45	307	10.6	34.3	1	0.056
4018	2010-04-14 23:03:00	22798	-60.45	307	10.6	34.2	1	0.056
4018	2010-04-14 23:03:00	22811	-60.45	307	10.5	34.1	1	0.056
4018	2010-04-14 23:03:00	22822	-60.45	308	10.4	34.1	1	0.056
4018	2010-04-14 23:03:00	22832	-60.55	308	10.3	34	1	0.056
4018	2010-04-14 23:03:00	22845	-60.65	308	10.2	33.9	1	0.056
4018	2010-04-14 23:03:00	22858	-60.65	308	10	33.9	1	0.056
4018	2010-04-14 23:03:00	22871	-60.75	308	9.9	33.8	1	0.055
4018	2010-04-14 23:03:00	22883	-60.85	309	9.7	33.7	1	0.055
4018	2010-04-14 23:03:00	22896	-60.95	309	9.5	33.7	1	0.055
4018	2010-04-14 23:03:00	22908	-61.05	309	9.4	33.6	1	0.055
4018	2010-04-14 23:03:00	22920	-61.15	309	9.2	33.5	1	0.055
4018	2010-04-14 23:03:00	22932	-61.25	309	9.1	33.5	1	0.055
4018	2010-04-14 23:03:00	22945	-61.25	309	8.9	33.4	1	0.055
4018	2010-04-14 23:03:00	22956	-61.15	309	8.8	33.3	1	0.055
4018	2010-04-14 23:03:00	22967	-61.05	309	8.7	33.3	1	0.055
4018	2010-04-14 23:03:00	22980	-60.95	309	8.6	33.2	1	0.055
4018	2010-04-14 23:03:00	22992	-60.85	309	8.6	33.1	1	0.054
4018	2010-04-14 23:03:00	23004	-60.95	308	8.5	33.1	1	0.054
4018	2010-04-14 23:03:00	23017	-60.85	308	8.5	33	1	0.054
4018	2010-04-14 23:03:00	23029	-60.85	307	8.5	33	1	0.054
4018	2010-04-14 23:03:00	23041	-60.95	307	8.4	32.9	1	0.054
4018	2010-04-14 23:03:00	23052	-61.05	306	8.5	32.8	1	0.054
4018	2010-04-14 23:03:00	23063	-61.05	306	8.5	32.8	1	0.054
4018	2010-04-14 23:03:00	23074	-61.15	305	8.5	32.7	1	0.054
4018	2010-04-14 23:03:00	23087	-61.25	304	8.6	32.6	1	0.054
4018	2010-04-14 23:03:00	23101	-61.35	303	8.6	32.6	1	0.054
4018	2010-04-14 23:03:00	23114	-61.45	303	8.7	32.5	1	0.053
4018	2010-04-14 23:03:00	23125	-61.55	302	8.7	32.4	1	0.053
4018	2010-04-14 23:03:00	23137	-61.65	301	8.8	32.4	1	0.053
4018	2010-04-14 23:03:00	23150	-61.75	300	8.8	32.3	1	0.053
4018	2010-04-14 23:03:00	23163	-61.75	300	8.8	32.2	1	0.053
4018	2010-04-14 23:03:00	23175	-61.85	300	8.8	32.2	1	0.053
4018	2010-04-14 23:03:00	23188	-61.95	300	8.8	32.1	1	0.053
4018	2010-04-14 23:03:00	23201	-61.95	300	8.7	32.1	1	0.053
4018	2010-04-14 23:03:00	23212	-62.05	301	8.6	32	1	0.053
4018	2010-04-14 23:03:00	23225	-62.05	302	8.5	31.9	1	0.053
4018	2010-04-14 23:03:00	23239	-62.15	303	8.4	31.9	1	0.053
4018	2010-04-14 23:03:00	23251	-62.25	304	8.2	31.8	1	0.053
4018	2010-04-14 23:03:00	23262	-62.15	306	8.1	31.7	1	0.052
4018	2010-04-14 23:03:00	23274	-62.15	308	7.9	31.7	1	0.052
4018	2010-04-14 23:03:00	23287	-62.25	310	7.8	31.6	1	0.052
4018	2010-04-14 23:03:00	23300	-62.35	311	7.8	31.5	1	0.052
4018	2010-04-14 23:03:00	23312	-62.25	313	7.7	31.5	1	0.052
4018	2010-04-14 23:03:00	23322	-62.25	315	7.7	31.4	1	0.052
4018	2010-04-14 23:03:00	23334	-62.35	316	7.7	31.4	1	0.052
4018	2010-04-14 23:03:00	23347	-62.45	317	7.8	31.3	1	0.052
4018	2010-04-14 23:03:00	23359	-62.55	318	7.9	31.2	1	0.052
4018	2010-04-14 23:03:00	23369	-62.65	319	8.1	31.2	1	0.052
4018	2010-04-14 23:03:00	23380	-62.65	319	8.2	31.1	1	0.051
4018	2010-04-14 23:03:00	23391	-62.75	319	8.5	31.1	1	0.052
4018	2010-04-14 23:03:00	23404	-62.65	319	8.7	31	1	0.051
4018	2010-04-14 23:03:00	23417	-62.65	319	9	30.9	1	0.051
4018	2010-04-14 23:03:00	23429	-62.55	318	9.4	30.9	1	0.051
4018	2010-04-14 23:03:00	23439	-62.55	318	9.7	30.8	1	0.051
4018	2010-04-14 23:03:00	23452	-62.65	317	10	30.8	1	0.051
4018	2010-04-14 23:03:00	23467	-62.75	316	10.3	30.7	1	0.051
4018	2010-04-14 23:03:00	23479	-62.75	316	10.6	30.6	1	0.051
4018	2010-04-14 23:03:00	23491	-62.85	315	10.9	30.6	1	0.051
4018	2010-04-14 23:03:00	23503	-62.85	315	11.2	30.5	1	0.051
4018	2010-04-14 23:03:00	23514	-62.85	314	11.4	30.5	1	0.051
4018	2010-04-14 23:03:00	23526	-62.95	314	11.6	30.4	1	0.05
4018	2010-04-14 23:03:00	23538	-62.95	314	11.8	30.3	1	0.05
4018	2010-04-14 23:03:00	23548	-63.05	313	11.9	30.3	1	0.05
4018	2010-04-14 23:03:00	23560	-63.05	313	12	30.2	1	0.05
4018	2010-04-14 23:03:00	23572	-63.15	314	12.1	30.2	1	0.05
4018	2010-04-14 23:03:00	23583	-63.05	314	12.1	30.1	1	0.05
4018	2010-04-14 23:03:00	23595	-62.95	314	12.1	30.1	1	0.05
4018	2010-04-14 23:03:00	23608	-62.65	315	12	30	1	0.05
4018	2010-04-14 23:03:00	23619	-62.55	315	12	29.9	1	0.049
4018	2010-04-14 23:03:00	23630	-62.55	316	11.9	29.9	1	0.049
4018	2010-04-14 23:03:00	23641	-62.65	317	11.7	29.8	1	0.049
4018	2010-04-14 23:03:00	23652	-62.65	317	11.6	29.8	1	0.049
4018	2010-04-14 23:03:00	23664	-62.75	318	11.5	29.7	1	0.049
4018	2010-04-14 23:03:00	23676	-62.85	318	11.3	29.7	1	0.049
4018	2010-04-14 23:03:00	23687	-62.95	319	11.2	29.6	1	0.049
4018	2010-04-14 23:03:00	23697	-62.95	319	11.1	29.6	1	0.049
4018	2010-04-14 23:03:00	23709	-63.05	320	11	29.5	1	0.049
4018	2010-04-14 23:03:00	23720	-63.25	320	11	29.5	1	0.049
4018	2010-04-14 23:03:00	23731	-63.25	320	10.9	29.4	1	0.049
4018	2010-04-14 23:03:00	23742	-63.35	320	10.9	29.4	1	0.049
4018	2010-04-14 23:03:00	23754	-63.25	320	10.9	29.3	1	0.049
4018	2010-04-14 23:03:00	23766	-63.05	320	10.9	29.2	1	0.048
4018	2010-04-14 23:03:00	23777	-62.85	320	11	29.2	1	0.048
4018	2010-04-14 23:03:00	23788	-62.75	320	11	29.1	1	0.048
4018	2010-04-14 23:03:00	23798	-62.65	320	11	29.1	1	0.048
4018	2010-04-14 23:03:00	23807	-62.45	320	11.1	29	1	0.048
4018	2010-04-14 23:03:00	23818	-62.25	320	11.1	29	1	0.048
4018	2010-04-14 23:03:00	23828	-62.05	320	11.1	28.9	1	0.048
4018	2010-04-14 23:03:00	23839	-61.95	320	11.1	28.9	1	0.048
4018	2010-04-14 23:03:00	23851	-61.95	320	11	28.8	1	0.048
4018	2010-04-14 23:03:00	23863	-61.95	320	11	28.8	1	0.048
4018	2010-04-14 23:03:00	23874	-61.95	320	10.9	28.7	1	0.047
4018	2010-04-14 23:03:00	23884	-61.95	320	10.8	28.7	1	0.047
4018	2010-04-14 23:03:00	23895	-61.95	319	10.7	28.6	1	0.047
4018	2010-04-14 23:03:00	23906	-61.95	319	10.7	28.6	1	0.047
4018	2010-04-14 23:03:00	23918	-61.85	318	10.6	28.5	1	0.047
4018	2010-04-14 23:03:00	23930	-61.75	317	10.6	28.5	1	0.047
4018	2010-04-14 23:03:00	23942	-61.85	316	10.5	28.4	1	0.047
4018	2010-04-14 23:03:00	23953	-61.85	315	10.5	28.4	1	0.047
4018	2010-04-14 23:03:00	23963	-61.75	314	10.5	28.3	1	0.047
4018	2010-04-14 23:03:00	23974	-61.75	313	10.6	28.3	1	0.047
4018	2010-04-14 23:03:00	23986	-61.75	312	10.6	28.2	1	0.046
4018	2010-04-14 23:03:00	23997	-61.75	312	10.7	28.2	1	0.046
4018	2010-04-14 23:03:00	24009	-61.75	311	10.8	28.1	1	0.046
4018	2010-04-14 23:03:00	24020	-61.85	311	10.9	28.1	1	0.046
4018	2010-04-14 23:03:00	24032	-61.85	310	10.9	28	1	0.046
4018	2010-04-14 23:03:00	24042	-61.85	310	11	28	1	0.046
4018	2010-04-14 23:03:00	24051	-61.85	310	11	27.9	1	0.046
4018	2010-04-14 23:03:00	24062	-61.85	310	11.1	27.9	1	0.046
4018	2010-04-14 23:03:00	24075	-61.85	311	11.1	27.8	1	0.046
4018	2010-04-14 23:03:00	24086	-61.75	311	11	27.8	1	0.046
4018	2010-04-14 23:03:00	24098	-61.65	312	11	27.7	1	0.046
4018	2010-04-14 23:03:00	24108	-61.55	313	10.9	27.7	1	0.046
4018	2010-04-14 23:03:00	24119	-61.65	313	10.8	27.6	1	0.045
4018	2010-04-14 23:03:00	24133	-61.65	314	10.7	27.6	1	0.045
4018	2010-04-14 23:03:00	24145	-61.65	315	10.6	27.5	1	0.045
4018	2010-04-14 23:03:00	24157	-61.75	315	10.5	27.5	1	0.045
4018	2010-04-14 23:03:00	24169	-61.85	316	10.4	27.4	1	0.045
4018	2010-04-14 23:03:00	24181	-61.95	316	10.3	27.3	1	0.045
4018	2010-04-14 23:03:00	24193	-61.95	316	10.2	27.3	1	0.045
4018	2010-04-14 23:03:00	24206	-62.05	316	10.1	27.2	1	0.045
4018	2010-04-14 23:03:00	24218	-62.05	316	10.1	27.2	1	0.045
4018	2010-04-14 23:03:00	24231	-62.05	316	10	27.1	1	0.045
4018	2010-04-14 23:03:00	24243	-61.95	315	10	27.1	1	0.045
4018	2010-04-14 23:03:00	24255	-61.85	315	10	27	1	0.045
4018	2010-04-14 23:03:00	24267	-61.85	314	9.9	27	1	0.045
4018	2010-04-14 23:03:00	24280	-61.85	314	9.9	26.9	1	0.044
4018	2010-04-14 23:03:00	24292	-61.85	313	10	26.9	1	0.044
4018	2010-04-14 23:03:00	24305	-61.75	313	10	26.8	1	0.044
4018	2010-04-14 23:03:00	24318	-61.75	313	10	26.7	1	0.044
4018	2010-04-14 23:03:00	24330	-61.85	312	10	26.7	1	0.044
4018	2010-04-14 23:03:00	24343	-61.85	312	10	26.6	1	0.044
4018	2010-04-14 23:03:00	24355	-61.85	312	10	26.6	1	0.044
4018	2010-04-14 23:03:00	24368	-61.85	312	10	26.5	1	0.044
4018	2010-04-14 23:03:00	24381	-61.85	312	10	26.5	1	0.044
4018	2010-04-14 23:03:00	24395	-61.85	313	10	26.4	1	0.044
4018	2010-04-14 23:03:00	24408	-61.95	313	9.9	26.4	1	0.044
4018	2010-04-14 23:03:00	24420	-61.95	313	9.9	26.3	1	0.043
4018	2010-04-14 23:03:00	24433	-61.85	314	9.9	26.2	1	0.043
4018	2010-04-14 23:03:00	24446	-61.85	314	9.8	26.2	1	0.043
4018	2010-04-14 23:03:00	24457	-61.95	315	9.8	26.1	1	0.043
4018	2010-04-14 23:03:00	24471	-61.95	316	9.7	26.1	1	0.043
4018	2010-04-14 23:03:00	24484	-61.95	317	9.7	26	1	0.043
4018	2010-04-14 23:03:00	24496	-62.05	318	9.7	26	1	0.043
4018	2010-04-14 23:03:00	24508	-62.15	319	9.7	25.9	1	0.043
4018	2010-04-14 23:03:00	24520	-62.25	320	9.7	25.9	1	0.043
4018	2010-04-14 23:03:00	24532	-62.35	322	9.7	25.8	1	0.043
4018	2010-04-14 23:03:00	24545	-62.35	323	9.7	25.8	1	0.043
4018	2010-04-14 23:03:00	24558	-62.45	325	9.7	25.7	1	0.042
4018	2010-04-14 23:03:00	24571	-62.45	326	9.7	25.7	1	0.042
4018	2010-04-14 23:03:00	24583	-62.55	327	9.7	25.6	1	0.042
4018	2010-04-14 23:03:00	24594	-62.65	329	9.7	25.6	1	0.042
4018	2010-04-14 23:03:00	24607	-62.65	330	9.7	25.5	1	0.042
4018	2010-04-14 23:03:00	24621	-62.75	331	9.8	25.5	1	0.042
